117512;354715;;Makes all enemy units' current positions visible.;Rende visibili le posizioni attuali di tutte le unit= nemiche.
116552;354765;;Makes all of one ally's attacks do critical damage.;Fa si che tutti gli attacchi di un alleato infliggano danni critici.
116456;354817;;Makes one ally's attacks ignore any enemy defenses.;Fa si che gli attacchi di un alleato ignorino le difese nemiche.
113892;354869;;Makeshift Blockade;Blocco improvvisato
113652;354888;;Makeshift Bridge;Ponte improvvisato
79788;354905;;Malya the Dust;Malya la polvere
79792;354905;;Malya the Dust;Malya la polvere
119620;354920;;Man Hater;Odiatore di uomini
98808;354930;;Mann;Uomo
91284;354935;;Marina;Marina
91292;354935;;Marina;Marina
91296;354935;;Marina;Marina
91304;354935;;Marina;Marina
167492;354942;;Marmota;Marmotta
168324;354942;;Marmota;Marmotta
168532;354942;;Marmota;Marmotta
168740;354942;;Marmota;Marmotta
168948;354942;;Marmota;Marmotta
169156;354942;;Marmota;Marmotta
170612;354942;;Marmota;Marmotta
170820;354942;;Marmota;Marmotta
171028;354942;;Marmota;Marmotta
171236;354942;;Marmota;Marmotta
171652;354942;;Marmota;Marmotta
172484;354942;;Marmota;Marmotta
98328;354950;;Martens;Martore
93284;354958;;Martha;Marta
93292;354958;;Martha;Marta
93296;354958;;Martha;Marta
93300;354958;;Martha;Marta
93604;354958;;Martha;Marta
93612;354958;;Martha;Marta
93616;354958;;Martha;Marta
93620;354958;;Martha;Marta
93684;354965;;Martha's Baby;Il bambino di Marta
93692;354965;;Martha's Baby;Il bambino di Marta
93696;354965;;Martha's Baby;Il bambino di Marta
93700;354965;;Martha's Baby;Il bambino di Marta
80876;354979;;Mash the Hunter;Schiaccia il cacciatore
80880;354979;;Mash the Hunter;Schiaccia il cacciatore
121684;354995;;Masochist;Masochista
126628;355005;;Maternal;Matthew
106108;355014;;Matthew;Matthew
154376;355022;;Matz the Cleaner;Matz il Pulitore
154380;355022;;Matz the Cleaner;Matz il Pulitore
106112;355039;;Maurice;Maurice
93764;355047;;Maurits;Maurits
82504;355055;;Maximilian;Maximilian
82512;355055;;Maximilian;Maximilian
82516;355055;;Maximilian;Maximilian
95044;355055;;Maximilian;Maximilian
95052;355055;;Maximilian;Maximilian
95056;355055;;Maximilian;Maximilian
95060;355055;;Maximilian;Maximilian
95124;355055;;Maximilian;Maximilian
95132;355055;;Maximilian;Maximilian
95136;355055;;Maximilian;Maximilian
95140;355055;;Maximilian;Maximilian
100964;355055;;Maximilian;Maximilian
100972;355055;;Maximilian;Maximilian
100976;355055;;Maximilian;Maximilian
100980;355055;;Maximilian;Maximilian
149432;355055;;Maximilian;Maximilian
149784;355055;;Maximilian;Maximilian
150136;355055;;Maximilian;Maximilian
150488;355055;;Maximilian;Maximilian
150840;355055;;Maximilian;Maximilian
151192;355055;;Maximilian;Maximilian
151544;355055;;Maximilian;Maximilian
151896;355055;;Maximilian;Maximilian
152248;355055;;Maximilian;Maximilian
152600;355055;;Maximilian;Maximilian
96888;355066;;Mayfield;Campo di maggio
106320;355075;;McBein;McBein
118612;355082;;Meadow Bred;Allevato in prato
94244;355094;;Medic;Medico
94252;355094;;Medic;Medico
94256;355094;;Medic;Medico
94260;355094;;Medic;Medico
117028;355100;;Medic Request;Richiesta medica
154724;355114;;Medium Tank;Carro armato medio
161460;355114;;Medium Tank;Carro armato medio
161468;355114;;Medium Tank;Carro armato medio
161668;355114;;Medium Tank;Carro armato medio
161676;355114;;Medium Tank;Carro armato medio
161876;355114;;Medium Tank;Carro armato medio
161884;355114;;Medium Tank;Carro armato medio
162084;355114;;Medium Tank;Carro armato medio
162092;355114;;Medium Tank;Carro armato medio
162292;355114;;Medium Tank;Carro armato medio
162300;355114;;Medium Tank;Carro armato medio
162500;355114;;Medium Tank;Carro armato medio
162508;355114;;Medium Tank;Carro armato medio
162708;355114;;Medium Tank;Carro armato medio
162716;355114;;Medium Tank;Carro armato medio
81964;355126;;Melchiott;Melchiott
89608;355126;;Melchiott;Melchiott
92488;355126;;Melchiott;Melchiott
92568;355126;;Melchiott;Melchiott
100328;355126;;Melchiott;Melchiott
100488;355126;;Melchiott;Melchiott
101208;355126;;Melchiott;Melchiott
124036;355136;;Melee Skills;Abilit= corpo a corpo
96964;355149;;Melville;Melville
96972;355149;;Melville;Melville
96976;355149;;Melville;Melville
96984;355149;;Melville;Melville
118852;355158;;Metal Allergy;Allergia ai metalli
118804;355172;;Metal Head;Testa di metallo
96244;355183;;Mica;Mica
96252;355183;;Mica;Mica
96256;355183;;Mica;Mica
96264;355188;;Miccoli;Miccoli
124372;355196;;Mid-Range Skills;Abilit= di medio livello
96088;355213;;Milton;Milton
119716;355220;;Misogynist;Misogino
135812;355231;;Monocle Sight;Mirino monocolo
135816;355231;;Monocle Sight;Mirino monocolo
140420;355231;;Monocle Sight;Mirino monocolo
140424;355231;;Monocle Sight;Mirino monocolo
97204;355245;;Montley;Montello
97212;355245;;Montley;Montello
97216;355245;;Montley;Montello
97224;355253;;Montry;mese
122068;355260;;Mooch;Scroccare
122788;355266;;Moody;Lunatico
91608;355272;;Moore;Moretta
106324;355278;;Morgan;Morgan
166660;355285;;Mortar Cannon;Cannone da mortaio
166668;355285;;Mortar Cannon;Cannone da mortaio
166868;355285;;Mortar Cannon;Cannone da mortaio
166872;355285;;Mortar Cannon;Cannone da mortaio
166876;355285;;Mortar Cannon;Cannone da mortaio
172900;355285;;Mortar Cannon;Cannone da mortaio
172908;355285;;Mortar Cannon;Cannone da mortaio
116740;355299;;Mortar Support;Supporto di malta
130048;355314;;Mortar Upgrade 1;Potenziamento mortaio 1
136832;355314;;Mortar Upgrade 1;Potenziamento mortaio 1
130688;355331;;Mortar Upgrade 2;Potenziamento mortaio 2
137216;355331;;Mortar Upgrade 2;Potenziamento mortaio 2
92972;355348;;Ms. Ellet;La signora Ellet
92976;355348;;Ms. Ellet;La signora Ellet
92980;355348;;Ms. Ellet;La signora Ellet
220980;355358;;MsD25 122;MsD25 122
221236;355368;;MsD25 122 s;MsD25 122 secondi
223796;355380;;MsD25 Gm122;MsD25 Gm122
223540;355392;;MsD25 Gm122 s;MsD25 Gm122 >
258868;355406;;Mst K5T10;Macchinista K5T10
96884;355416;;Musaad;Musaad
96892;355416;;Musaad;Musaad
96896;355416;;Musaad;Musaad
96904;355416;;Musaad;Musaad
121300;355423;;My Way;A modo mio
126676;355430;;Mysterious Body;Corpo misterioso
98724;355446;;Nadine;Nadina
98732;355446;;Nadine;Nadina
98736;355446;;Nadine;Nadina
97364;355453;;Nancy;Nancy
97372;355453;;Nancy;Nancy
97376;355453;;Nancy;Nancy
97384;355453;;Nancy;Nancy
98008;355459;;Nash;Nash
126436;355464;;Nature Lover;Amante della natura
118468;355477;;Neat Freak;Maniaco dell'ordine
98744;355488;;Nehdiles;Nehdile
106116;355497;;Neil;Nero
96568;355502;;Nelson;Nelsonne
125908;355509;;Nest Master;Maestro del nido
96648;355521;;Neumann;Neumann
115300;355529;;Neutralize;Neutralizzare
124420;355529;;Neutralize;Neutralizzare
121780;355540;;Never Say Die;Non dire mai di morire
106120;355554;;Nick;Nick
91688;355559;;Nielsen;Nielsen
122212;355567;;Night Blind;Notte cieca
122164;355579;;Night Vision;Visione notturna
91524;355592;;Nils;Nils
91532;355592;;Nils;Nils
91536;355592;;Nils;Nils
91544;355592;;Nils;Nils
96804;355597;;Nina;Nina
96812;355597;;Nina;Nina
96816;355597;;Nina;Nina
96824;355597;;Nina;Nina
132740;355602;;No Spare;Nessun ricambio
132744;355602;;No Spare;Nessun ricambio
138884;355602;;No Spare;Nessun ricambio
138888;355602;;No Spare;Nessun ricambio
132736;355611;;No Spare Treads;Nessun battistrada di ricambio
138880;355611;;No Spare Treads;Nessun battistrada di ricambio
255796;355627;;NoAw Pg2801;Non ho piu' Pg2801
274996;355639;;NoAw Pg2810;Non ho piu' Pg2810
224564;355651;;NoAw Rg 1;Ora Rg 1
97284;355661;;Noce;Noce
97292;355661;;Noce;Noce
97296;355661;;Noce;Noce
97304;355661;;Noce;Noce
123364;355666;;Nocturnal;Notturno
99048;355676;;O'Hara;O'Hara
106328;355683;;Oakwood;Legno di quercia
106332;355691;;Oldman;Vecchio uomo
106124;355698;;Oliver;Oliviero
116936;355705;;Orders one ally to retreat.;Ordina a un alleato di ritirarsi.
89864;355733;;Oscar;Oscar
98884;355733;;Oscar;Oscar
98892;355733;;Oscar;Oscar
98896;355733;;Oscar;Oscar
98904;355733;;Oscar;Oscar
119812;355739;;Outcast;Emarginato
106128;355747;;Owen;Owen
74892;355752;;Ozwald the Iron;Ozwald il Ferro
74896;355752;;Ozwald the Iron;Ozwald il Ferro
75980;355768;;Ozwald the Steel;Ozwald l'Acciaio
75984;355768;;Ozwald the Steel;Ozwald l'Acciaio
93772;355785;;PM Borg.;Primo Ministro Borg.
93776;355785;;PM Borg.;Primo Ministro Borg.
93780;355785;;PM Borg.;Primo Ministro Borg.
106336;355794;;Palmer;Palmiere
122404;355801;;Panicky;In preda al panico
124520;355809;;Parameters relating to anti-personnel attacks are//permanently greatly enhanced.;I parametri relativi agli attacchi antiuomo vengono notevolmente migliorati in modo permanente.
112980;355890;;Partial Sandbags;Sacchi di sabbia parziali
106132;355907;;Patrick;Patrick
106136;355915;;Paul;Paul
118568;355920;;Paved roads feel strange and cold, leading to discomfort//and lowered defense.;Le strade asfaltate risultano strane e fredde, provocando disagio e abbassando le difese.
106344;355999;;Pearce;Percezione
116452;356006;;Penetration;Penetrazione
126196;356018;;Penetrator;Penetratore
125956;356029;;Perfect Dodge;Schivata perfetta
135684;356043;;Periscope;Periscopio
135688;356043;;Periscope;Periscopio
140292;356043;;Periscope;Periscopio
140296;356043;;Periscope;Periscopio
98568;356053;;Peron;Persona
121732;356059;;Pessimist;Pessimista
124564;356069;;Phoenix;Fenice
130564;356077;;Piercing Rounds;Tondi perforanti
130568;356077;;Piercing Rounds;Tondi perforanti
137092;356077;;Piercing Rounds;Tondi perforanti
137096;356077;;Piercing Rounds;Tondi perforanti
218164;356077;;Piercing Rounds;Tondi perforanti
132484;356093;;Plane Soldering;Saldatura di aerei
132488;356093;;Plane Soldering;Saldatura di aerei
137988;356093;;Plane Soldering;Saldatura di aerei
137992;356093;;Plane Soldering;Saldatura di aerei
126824;356109;;Plowing through oncoming fire by sheer force of will,//she takes lessened damage from interception fire.;Affrontando il fuoco nemico con la sola forza di volont=, subisce meno danni dal fuoco di intercettazione.
132356;356214;;Point Soldering;Saldatura a punti
132360;356214;;Point Soldering;Saldatura a punti
137860;356214;;Point Soldering;Saldatura a punti
137864;356214;;Point Soldering;Saldatura a punti
125092;356230;;Poison Tolerance;Tolleranza al veleno
125524;356230;;Poison Tolerance;Tolleranza al veleno
118660;356247;;Pollen Allergy;Allergia al polline
94412;356262;;Porcavian;Porcaviano
94420;356262;;Porcavian;Porcaviano
90888;356272;;Potter;Vasaio
106340;356279;;Powell;Powell
123460;356286;;Power Scout;Esploratore di potenza
126580;356298;;Power of Love;Il potere dell'amore
115304;356312;;Prevents one ally's attacks from being countered.;Impedisce che gli attacchi di un alleato vengano contrastati.
127064;356362;;Pride in fighting alongside his Darcsen brethren drives//up his attack parameters when they're nearby.;L'orgoglio di combattere al fianco dei suoi fratelli Darcsen aumenta i suoi parametri di attacco quando sono nelle vicinanze.
118856;356465;;Proximity to metals causes an acute rejection reaction//that leads to a steady drain of HP.;La vicinanza ai metalli provoca una reazione di rigetto acuta che porta a un consumo costante di HP.
119864;356557;;Pure hatred for the Empire yields a boost in accuracy.;L'odio puro per l'Impero aumenta la precisione.
122888;356612;;Pure luck is occasionally enough to narrowly avoid//taking critical damage.;A volte la pura fortuna > sufficiente per evitare per un pelo/subire danni critici.
106140;356688;;Quentin;Quentin
106348;356696;;Quilter;Quilter
106144;356704;;Quincy;Quincy
106352;356704;;Quincy;Quincy
106356;356711;;Radcliffe;Radcliffe
95204;356721;;Radi;Radi
151912;356726;;Radiator;Radiatore
151916;356726;;Radiator;Radiatore
152264;356726;;Radiator;Radiatore
152268;356726;;Radiator;Radiatore
152616;356726;;Radiator;Radiatore
152620;356726;;Radiator;Radiatore
165000;356726;;Radiator;Radiatore
165004;356726;;Radiator;Radiatore
165208;356726;;Radiator;Radiatore
165212;356726;;Radiator;Radiatore
165416;356726;;Radiator;Radiatore
165420;356726;;Radiator;Radiatore
134532;356735;;Radiator Plate;Piastra del radiatore
134536;356735;;Radiator Plate;Piastra del radiatore
139780;356735;;Radiator Plate;Piastra del radiatore
139784;356735;;Radiator Plate;Piastra del radiatore
134656;356750;;Radiator Upgrade 1;Aggiornamento del radiatore 1
139904;356750;;Radiator Upgrade 1;Aggiornamento del radiatore 1
134784;356769;;Radiator Upgrade 2;Aggiornamento del radiatore 2
140032;356769;;Radiator Upgrade 2;Aggiornamento del radiatore 2
134912;356788;;Radiator Upgrade 3;Aggiornamento del radiatore 3
135040;356807;;Radiator Upgrade 4;Aggiornamento del radiatore 4
135168;356826;;Radiator Upgrade 5;Aggiornamento del radiatore 5
135296;356845;;Radiator Upgrade 6;Aggiornamento radiatore 6
113940;356864;;Ragna-crate;Ragna-cassa
266804;356864;;Ragna-crate;Ragna-cassa
274484;356864;;Ragna-crate;Ragna-cassa
179252;356876;;Ragnaid (L);Ragnaid (sinistra)
179508;356876;;Ragnaid (L);Ragnaid (sinistra)
177204;356888;;Ragnaid (S);Ragnaide (S)
177972;356888;;Ragnaid (S);Ragnaide (S)
131588;356900;;Ragnite Alloy;Lega di Ragnite
131592;356900;;Ragnite Alloy;Lega di Ragnite
137604;356900;;Ragnite Alloy;Lega di Ragnite
137608;356900;;Ragnite Alloy;Lega di Ragnite
135300;356914;;Ragnite Plate;Piastra di ragnite
135304;356914;;Ragnite Plate;Piastra di ragnite
130820;356928;;Ragnite Rounds;Proiettili Ragnite
130824;356928;;Ragnite Rounds;Proiettili Ragnite
216628;356928;;Ragnite Rounds;Proiettili Ragnite
218420;356928;;Ragnite Rounds;Proiettili Ragnite
218932;356928;;Ragnite Rounds;Proiettili Ragnite
135172;356943;;Ragnite-Coat Plate;Piastra di rivestimento di ragnite
135176;356943;;Ragnite-Coat Plate;Piastra di rivestimento di ragnite
116360;356962;;Raises all allies' accuracy.;Aumenta la precisione di tutti gli alleati.
117992;356962;;Raises all allies' accuracy.;Aumenta la precisione di tutti gli alleati.
115208;356991;;Raises all allies' anti-personnel attack power.;Aumenta la potenza di attacco antiuomo di tutti gli alleati.
117608;356991;;Raises all allies' anti-personnel attack power.;Aumenta la potenza di attacco antiuomo di tutti gli alleati.
117896;356991;;Raises all allies' anti-personnel attack power.;Aumenta la potenza di attacco antiuomo di tutti gli alleati.
115976;357039;;Raises all allies' defense.;Aumenta la difesa di tutti gli alleati.
118088;357039;;Raises all allies' defense.;Aumenta la difesa di tutti gli alleati.
114728;357067;;Raises all allies' evasion.;Aumenta l'elusione di tutti gli alleati.
117800;357067;;Raises all allies' evasion.;Aumenta l'elusione di tutti gli alleati.
115016;357095;;Raises one ally's accuracy to focus shots on the target.;Aumenta la precisione di un alleato per concentrare i colpi sul bersaglio.
116264;357152;;Raises one ally's accuracy.;Aumenta la precisione di un alleato.
115112;357180;;Raises one ally's anti-personnel attack power.;Aumenta il potere di attacco antiuomo di un alleato.
115496;357227;;Raises one ally's anti-tank attack power.;Aumenta la potenza di attacco anticarro di un alleato.
115880;357269;;Raises one ally's defense.;Aumenta la difesa di un alleato.
114824;357296;;Raises one ally's evasion.;Aumenta la capacit= di evasione di un alleato.
114920;357323;;Raises one ally's resistance to interception fire.;Aumenta la resistenza di un alleato al fuoco di intercettazione.
106148;357374;;Ralph;Ralph
98664;357380;;Rammi;Rammi
97444;357386;;Ramona;Ramona
97452;357386;;Ramona;Ramona
97456;357386;;Ramona;Ramona
98644;357393;;Ramsey;Ramsey
98652;357393;;Ramsey;Ramsey
98656;357393;;Ramsey;Ramsey
205620;357400;;Randgrizer M1;Lanciarazzi M1
205876;357414;;Randgrizer M2;Randgrizer M2
266548;357414;;Randgrizer M2;Randgrizer M2
206132;357428;;Randgrizer M3;Lanciagranate M3
206388;357442;;Randgrizer M4;Lanciarazzi M4
206644;357456;;Randgrizer M5;Raggio d'azione M5
128820;357470;;Range;Allineare
95928;357476;;Raymond;Raimondo
121972;357484;;Rear Guard;Retroguardia
164376;357495;;Rear Gun;Pistola posteriore
164380;357495;;Rear Gun;Pistola posteriore
136452;357504;;Rear Magazine;Rivista posteriore
136456;357504;;Rear Magazine;Rivista posteriore
117508;357518;;Recon Request;Richiesta di ricognizione
106360;357532;;Redford;Rossoforde
98968;357540;;Regard;Considerare
96424;357547;;Rein;Redini
131200;357552;;Reinforce Armor 1;Rinforzare l'armatura 1
131328;357570;;Reinforce Armor 2;Rinforzare l'armatura 2
131840;357588;;Reinforce Armor 3;Rinforzare l'armatura 3
129792;357606;;Reinforce Barrel 1;Rinforzare la canna 1
130304;357625;;Reinforce Barrel 2;Rinforzare il barile 2
130944;357644;;Reinforce Barrel 3;Rinforzare la canna 3
131968;357663;;Reinforce Body 1;Rinforzare il corpo 1
132224;357680;;Reinforce Body 2;Rinforzare il corpo 2
132608;357697;;Reinforce Body 3;Rinforzare il corpo 3
132612;357714;;Reinforced Armor;Armatura rinforzata
132616;357714;;Reinforced Armor;Armatura rinforzata
130308;357731;;Reinforced Barrel;Canna rinforzata
130312;357731;;Reinforced Barrel;Canna rinforzata
132228;357749;;Reinforced Body;Corpo rinforzato
132232;357749;;Reinforced Body;Corpo rinforzato
133892;357765;;Reinforced Coil;Bobina rinforzata
133896;357765;;Reinforced Coil;Bobina rinforzata
133764;357781;;Reinforced Leaf;Foglia rinforzata
133768;357781;;Reinforced Leaf;Foglia rinforzata
139524;357781;;Reinforced Leaf;Foglia rinforzata
139528;357781;;Reinforced Leaf;Foglia rinforzata
134404;357797;;Reinforced T. Bar;Barra a T rinforzata
134408;357797;;Reinforced T. Bar;Barra a T rinforzata
122744;357815;;Remembering to load ammo into their weapon sometimes//completely slips their mind.;A volte non si ricordano nemmeno di caricare le munizioni nell'arma.
116072;357898;;Removes one ally's status ailments.;Rimuove gli stati alterati di un alleato.
125332;357934;;Repair Boost;Riparazione Boost
125624;357947;;Repairs performed on tanks have a chance of restoring//a greatly increased amount of HP.;Le riparazioni eseguite sui carri armati hanno una probabilit= di ripristinare una quantit= notevolmente maggiore di HP.
125336;358036;;Repairs performed on tanks have a chance of restoring//an increased amount of HP.;Le riparazioni eseguite sui carri armati hanno una probabilit= di ripristinare una quantit= maggiore di HP.
125476;358118;;Resist Counters;Resisti ai contatori
123604;358134;;Resist Crossfire;Resisti al fuoco incrociato
115784;358151;;Restocks one ally's ammunition.;Rifornisce le munizioni di un alleato.
117224;358183;;Restores a set amount of all allies' HP.;Ripristina una quantit= prestabilita di HP a tutti gli alleati.
117128;358224;;Restores a set amount of one ally's HP.;Ripristina una determinata quantit= di HP di un alleato.
117704;358264;;Restores all units' HP.;Ripristina i PV di tutte le unit=.
115780;358288;;Resupply;Rifornimento
116932;358297;;Retreat;Ritirarsi
106152;358305;;Richard;Riccardo
106364;358313;;Richmond;Richmond
168952;358322;;Right Heat Sink;Dissipatore di calore destro
168956;358322;;Right Heat Sink;Dissipatore di calore destro
132100;358338;;Rivet Construction;Costruzione di rivetti
132104;358338;;Rivet Construction;Costruzione di rivetti
137732;358338;;Rivet Construction;Costruzione di rivetti
137736;358338;;Rivet Construction;Costruzione di rivetti
122648;358357;;Roaming around with a pack of allies makes them feel//like a big shot, boosting firing accuracy. ;Andare in giro con un gruppo di alleati li fa sentire come dei veri e propri pezzi grossi, aumentando la precisione di tiro.
112884;358455;;Rock;Roccia
131076;358460;;Rolled Steel;Acciaio laminato
131080;358460;;Rolled Steel;Acciaio laminato
137348;358460;;Rolled Steel;Acciaio laminato
137352;358460;;Rolled Steel;Acciaio laminato
126052;358473;;Roof Hunter;Cacciatore di tetti
89772;358485;;Rosie;Rosa
89776;358485;;Rosie;Rosa
92892;358485;;Rosie;Rosa
92896;358485;;Rosie;Rosa
92900;358485;;Rosie;Rosa
121156;358491;;Rosie Hater;Odiatrice di Rosie
121108;358503;;Rosie Lover;Amante di Rosie
98244;358515;;Rosina;Rosina
98252;358515;;Rosina;Rosina
98256;358515;;Rosina;Rosina
98264;358515;;Rosina;Rosina
135940;358522;;Rotating Periscope;Periscopio rotante
135944;358522;;Rotating Periscope;Periscopio rotante
100660;358541;;Royal Guard;Guardia Reale
207924;358553;;Ruhm;Spazio
274740;358553;;Ruhm;Spazio
113700;358558;;Ruin Wall;Muro in rovina
121876;358568;;Runner's High;Sballo del corridore
220724;358582;;RvD5 gpK 1;RvD5 gpK 1
234804;358593;;RvD5 gpK 2;RvD5 gpK 2
235060;358604;;RvD5 gpK 3;RvD5 gpK 3
223284;358615;;RvD5 gpKS 1;RvD5 gpKS 1
238132;358627;;RvD5 gpKS 2;RvD5 gpKS 2
238388;358639;;RvD5 gpKS 3;RvD5 gpKS 3
256052;358651;;RvK gpK 1;RvK gpK 1
256308;358661;;RvK gpK 2;RvK gpK 2
256564;358671;;RvK gpK 3;RVK gpK 3
257076;358681;;RvK gpKS 1;RvK gpKS 1
122548;358692;;Sadist;Sadico
96084;358699;;Salinas;Salinas
96092;358699;;Salinas;Salinas
96096;358699;;Salinas;Salinas
96104;358699;;Salinas;Salinas
96168;358707;;Salinger;Salinger
106156;358716;;Sammy;Sammy
112452;358722;;Sandbags;Sacchi di sabbia
94488;358731;;Schmidt;Schimdt
106368;358739;;Scholes;Scuole
37896;358747;;Scout;Esploratore
37900;358747;;Scout;Esploratore
37904;358747;;Scout;Esploratore
39528;358747;;Scout;Esploratore
39536;358747;;Scout;Esploratore
40072;358747;;Scout;Esploratore
40080;358747;;Scout;Esploratore
40616;358747;;Scout;Esploratore
40624;358747;;Scout;Esploratore
41704;358747;;Scout;Esploratore
41708;358747;;Scout;Esploratore
41712;358747;;Scout;Esploratore
45512;358747;;Scout;Esploratore
45516;358747;;Scout;Esploratore
45520;358747;;Scout;Esploratore
46056;358747;;Scout;Esploratore
46060;358747;;Scout;Esploratore
46064;358747;;Scout;Esploratore
46600;358747;;Scout;Esploratore
46604;358747;;Scout;Esploratore
46608;358747;;Scout;Esploratore
47144;358747;;Scout;Esploratore
47148;358747;;Scout;Esploratore
47152;358747;;Scout;Esploratore
47688;358747;;Scout;Esploratore
47692;358747;;Scout;Esploratore
47696;358747;;Scout;Esploratore
73800;358747;;Scout;Esploratore
73812;358747;;Scout;Esploratore
74344;358747;;Scout;Esploratore
74356;358747;;Scout;Esploratore
74888;358747;;Scout;Esploratore
74900;358747;;Scout;Esploratore
75432;358747;;Scout;Esploratore
75444;358747;;Scout;Esploratore
75976;358747;;Scout;Esploratore
75988;358747;;Scout;Esploratore
84688;358747;;Scout;Esploratore
89924;358747;;Scout;Esploratore
89932;358747;;Scout;Esploratore
90244;358747;;Scout;Esploratore
90252;358747;;Scout;Esploratore
91844;358747;;Scout;Esploratore
91852;358747;;Scout;Esploratore
91856;358747;;Scout;Esploratore
99124;358747;;Scout;Esploratore
99132;358747;;Scout;Esploratore
99204;358747;;Scout;Esploratore
99212;358747;;Scout;Esploratore
99284;358747;;Scout;Esploratore
99292;358747;;Scout;Esploratore
99364;358747;;Scout;Esploratore
99372;358747;;Scout;Esploratore
99444;358747;;Scout;Esploratore
99452;358747;;Scout;Esploratore
100652;358747;;Scout;Esploratore
109304;358747;;Scout;Esploratore
110824;358747;;Scout;Esploratore
89936;358753;;Scout Elite;Esploratore d'<lite
90256;358753;;Scout Elite;Esploratore d'<lite
109308;358753;;Scout Elite;Esploratore d'<lite
110828;358753;;Scout Elite;Esploratore d'<lite
120100;358765;;Scout Hater;Scout che odia
120052;358777;;Scout Killer;Assassino esploratore
126872;358790;;Seeing Darcsens nearby brings the song she never got to//share with Isara to her lips, filling her with strength.;Vedere Darcsen li vicino le fa riaffiorare sulle labbra la canzone che non > mai riuscita a condividere con Isara, riempiendola di forza.
120632;358904;;Seeing the buff bods of anti-tank lancer units nearby is//enough to get their engine firing, raising evasion.;Vedere i corpi muscolosi delle unit= di lancieri anticarro nelle vicinanze > sufficiente a far partire i loro motori, aumentando le possibilit= di evasione.
106372;359014;;Segall;Segall
73804;359021;;Seguler the Wall;Seguler il Muro
73808;359021;;Seguler the Wall;Seguler il Muro
98248;359038;;Selden;Selden
50952;359045;;Selvaria;Selvaggia
50960;359045;;Selvaria;Selvaggia
50964;359045;;Selvaria;Selvaggia
51496;359045;;Selvaria;Selvaggia
51504;359045;;Selvaria;Selvaggia
51508;359045;;Selvaria;Selvaggia
89032;359045;;Selvaria;Selvaggia
89040;359045;;Selvaria;Selvaggia
89044;359045;;Selvaria;Selvaggia
92084;359045;;Selvaria;Selvaggia
92092;359045;;Selvaria;Selvaggia
92096;359045;;Selvaria;Selvaggia
92100;359045;;Selvaria;Selvaggia
92164;359045;;Selvaria;Selvaggia
92172;359045;;Selvaria;Selvaggia
92176;359045;;Selvaria;Selvaggia
92180;359045;;Selvaria;Selvaggia
92244;359045;;Selvaria;Selvaggia
92252;359045;;Selvaria;Selvaggia
92256;359045;;Selvaria;Selvaggia
92260;359045;;Selvaria;Selvaggia
97944;359054;;Seold;Secchio
89048;359060;;Serberia_val1;Serbia_val1
51512;359074;;Serberia_val2;Serbia_val2
50968;359088;;Seｒberia_3;Seberia_3
129668;359101;;Shamrock;Trifoglio
129672;359101;;Shamrock;Trifoglio
157924;359101;;Shamrock;Trifoglio
157932;359101;;Shamrock;Trifoglio
126776;359110;;She just can't abandon her fellow shocktroopers. If any//are nearby, her abilities are enhanced.;Non puo' semplicemente abbandonare i suoi compagni d'assalto. Se ce ne sono nelle vicinanze, le sue abilit= vengono potenziate.
38440;359207;;Shocktrooper;Soldato d'assalto
38444;359207;;Shocktrooper;Soldato d'assalto
38448;359207;;Shocktrooper;Soldato d'assalto
42248;359207;;Shocktrooper;Soldato d'assalto
42252;359207;;Shocktrooper;Soldato d'assalto
42256;359207;;Shocktrooper;Soldato d'assalto
42792;359207;;Shocktrooper;Soldato d'assalto
42796;359207;;Shocktrooper;Soldato d'assalto
42800;359207;;Shocktrooper;Soldato d'assalto
43336;359207;;Shocktrooper;Soldato d'assalto
43340;359207;;Shocktrooper;Soldato d'assalto
43344;359207;;Shocktrooper;Soldato d'assalto
43880;359207;;Shocktrooper;Soldato d'assalto
43884;359207;;Shocktrooper;Soldato d'assalto
43888;359207;;Shocktrooper;Soldato d'assalto
44424;359207;;Shocktrooper;Soldato d'assalto
44428;359207;;Shocktrooper;Soldato d'assalto
44432;359207;;Shocktrooper;Soldato d'assalto
44968;359207;;Shocktrooper;Soldato d'assalto
44972;359207;;Shocktrooper;Soldato d'assalto
44976;359207;;Shocktrooper;Soldato d'assalto
76520;359207;;Shocktrooper;Soldato d'assalto
76532;359207;;Shocktrooper;Soldato d'assalto
77064;359207;;Shocktrooper;Soldato d'assalto
77076;359207;;Shocktrooper;Soldato d'assalto
77608;359207;;Shocktrooper;Soldato d'assalto
77620;359207;;Shocktrooper;Soldato d'assalto
78152;359207;;Shocktrooper;Soldato d'assalto
78164;359207;;Shocktrooper;Soldato d'assalto
78696;359207;;Shocktrooper;Soldato d'assalto
78708;359207;;Shocktrooper;Soldato d'assalto
85232;359207;;Shocktrooper;Soldato d'assalto
87944;359207;;Shocktrooper;Soldato d'assalto
87956;359207;;Shocktrooper;Soldato d'assalto
88488;359207;;Shocktrooper;Soldato d'assalto
88500;359207;;Shocktrooper;Soldato d'assalto
90164;359207;;Shocktrooper;Soldato d'assalto
90172;359207;;Shocktrooper;Soldato d'assalto
90324;359207;;Shocktrooper;Soldato d'assalto
90332;359207;;Shocktrooper;Soldato d'assalto
91924;359207;;Shocktrooper;Soldato d'assalto
91932;359207;;Shocktrooper;Soldato d'assalto
